"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 03 17:23:45 IST 2022","Thu Nov 03 17:23:57 IST 2022","11857","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""abstract visuals""",""
"failed","Thu Nov 03 17:39:07 IST 2022","Thu Nov 03 17:39:08 IST 2022","1015","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""divine""",""
"passed","Thu Nov 03 17:32:00 IST 2022","Thu Nov 03 17:32:10 IST 2022","9183","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""park""",""
"failed","Thu Nov 03 17:36:13 IST 2022","Thu Nov 03 17:36:23 IST 2022","10031","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""wireframe""",""
"passed","Thu Nov 03 17:28:39 IST 2022","Thu Nov 03 17:28:49 IST 2022","10780","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""fast car""",""
"passed","Thu Nov 03 17:25:07 IST 2022","Thu Nov 03 17:25:18 IST 2022","11177","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""bird eye""",""
"failed","Thu Nov 03 17:44:21 IST 2022","Thu Nov 03 17:44:22 IST 2022","512","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""valetines""",""
"passed","Thu Nov 03 17:24:34 IST 2022","Thu Nov 03 17:24:43 IST 2022","9094","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""beauty shot""",""
"failed","Thu Nov 03 17:39:08 IST 2022","Thu Nov 03 17:39:08 IST 2022","485","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""documentary of domestic animals""",""
"passed","Thu Nov 03 17:36:23 IST 2022","Thu Nov 03 17:36:33 IST 2022","10076","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""woman falling with colorful light""",""
"failed","Thu Nov 03 17:41:19 IST 2022","Thu Nov 03 17:41:22 IST 2022","2648","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""lights in a tunnel""",""
"passed","Thu Nov 03 17:28:18 IST 2022","Thu Nov 03 17:28:29 IST 2022","11124","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""emotional""",""
"failed","Thu Nov 03 17:31:16 IST 2022","Thu Nov 03 17:31:25 IST 2022","8770","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""mobile""",""
"passed","Thu Nov 03 17:39:35 IST 2022","Thu Nov 03 17:39:45 IST 2022","9405","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""effort""",""
"failed","Thu Nov 03 17:25:18 IST 2022","Thu Nov 03 17:25:25 IST 2022","7423","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""black""",""
"passed","Thu Nov 03 17:37:12 IST 2022","Thu Nov 03 17:37:18 IST 2022","5227","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""yellow cab""",""
"failed","Thu Nov 03 17:44:48 IST 2022","Thu Nov 03 17:44:48 IST 2022","564","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""woman falling with colorful light""",""
"passed","Thu Nov 03 17:24:54 IST 2022","Thu Nov 03 17:25:04 IST 2022","10199","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""big empty space""",""
"passed","Thu Nov 03 17:38:37 IST 2022","Thu Nov 03 17:38:45 IST 2022","7836","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""busy""",""
"passed","Thu Nov 03 17:44:35 IST 2022","Thu Nov 03 17:44:47 IST 2022","11523","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""wind blowing""",""
"failed","Thu Nov 03 17:42:39 IST 2022","Thu Nov 03 17:42:40 IST 2022","512","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""reverb""",""
"passed","Thu Nov 03 17:40:14 IST 2022","Thu Nov 03 17:40:21 IST 2022","7394","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""focus change""",""
"passed","Thu Nov 03 17:38:45 IST 2022","Thu Nov 03 17:38:49 IST 2022","3787","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""challenge""",""
"passed","Thu Nov 03 17:28:29 IST 2022","Thu Nov 03 17:28:39 IST 2022","9696","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""empty train""",""
"passed","Thu Nov 03 17:37:02 IST 2022","Thu Nov 03 17:37:12 IST 2022","10412","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""working out at home""",""
"passed","Thu Nov 03 17:23:42 IST 2022","Thu Nov 03 17:23:45 IST 2022","3124","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""Eye Candy""",""
"failed","Thu Nov 03 17:25:58 IST 2022","Thu Nov 03 17:26:01 IST 2022","2242","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""bussiness""",""
"passed","Thu Nov 03 17:32:43 IST 2022","Thu Nov 03 17:32:50 IST 2022","7832","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""school bus""",""
"failed","Thu Nov 03 17:40:36 IST 2022","Thu Nov 03 17:40:38 IST 2022","2071","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""graphical loop""",""
"failed","Thu Nov 03 17:41:31 IST 2022","Thu Nov 03 17:41:37 IST 2022","5856","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""master""",""
"passed","Thu Nov 03 17:30:51 IST 2022","Thu Nov 03 17:30:59 IST 2022","8317","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""liquid flowing""",""
"failed","Thu Nov 03 17:39:58 IST 2022","Thu Nov 03 17:40:03 IST 2022","4602","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""fast car""",""
"failed","Thu Nov 03 17:44:16 IST 2022","Thu Nov 03 17:44:21 IST 2022","5825","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""tribal""",""
"failed","Thu Nov 03 17:40:35 IST 2022","Thu Nov 03 17:40:35 IST 2022","420","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""google""",""
"failed","Thu Nov 03 17:39:54 IST 2022","Thu Nov 03 17:39:58 IST 2022","4031","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""empty train""",""
"passed","Thu Nov 03 17:28:59 IST 2022","Thu Nov 03 17:29:08 IST 2022","9270","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""focus change""",""
"passed","Thu Nov 03 17:29:10 IST 2022","Thu Nov 03 17:29:17 IST 2022","7621","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""gender fluid""",""
"passed","Thu Nov 03 17:25:25 IST 2022","Thu Nov 03 17:25:36 IST 2022","10958","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""black & white""",""
"passed","Thu Nov 03 17:27:57 IST 2022","Thu Nov 03 17:28:09 IST 2022","12007","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""effort""",""
"passed","Thu Nov 03 17:33:10 IST 2022","Thu Nov 03 17:33:19 IST 2022","9068","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""snack""",""
"failed","Thu Nov 03 17:29:30 IST 2022","Thu Nov 03 17:29:33 IST 2022","2978","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""google""",""
"failed","Thu Nov 03 17:29:08 IST 2022","Thu Nov 03 17:29:10 IST 2022","1109","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""fool around  slang""",""
"passed","Thu Nov 03 17:32:53 IST 2022","Thu Nov 03 17:33:01 IST 2022","8605","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""shapes""",""
"passed","Thu Nov 03 17:37:52 IST 2022","Thu Nov 03 17:38:01 IST 2022","9043","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""bird eye""",""
"passed","Thu Nov 03 17:26:11 IST 2022","Thu Nov 03 17:26:15 IST 2022","3544","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""challenge""",""
"failed","Thu Nov 03 17:39:04 IST 2022","Thu Nov 03 17:39:05 IST 2022","353","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""commercial vibe""",""
"passed","Thu Nov 03 17:30:28 IST 2022","Thu Nov 03 17:30:33 IST 2022","4480","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""innocent""",""
"passed","Thu Nov 03 17:25:46 IST 2022","Thu Nov 03 17:25:58 IST 2022","12420","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""black children""",""
"failed","Thu Nov 03 17:29:27 IST 2022","Thu Nov 03 17:29:30 IST 2022","2526","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""goofing around  - slang""",""
"failed","Thu Nov 03 17:40:21 IST 2022","Thu Nov 03 17:40:22 IST 2022","437","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""fool around  slang""",""
"passed","Thu Nov 03 17:34:18 IST 2022","Thu Nov 03 17:34:27 IST 2022","8692","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""sun flare""",""
"failed","Thu Nov 03 17:44:04 IST 2022","Thu Nov 03 17:44:08 IST 2022","4698","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""techno""",""
"passed","Thu Nov 03 17:34:27 IST 2022","Thu Nov 03 17:34:38 IST 2022","11312","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""sustainability""",""
"failed","Thu Nov 03 17:39:05 IST 2022","Thu Nov 03 17:39:07 IST 2022","2345","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""cyberpunk""",""
"passed","Thu Nov 03 17:29:35 IST 2022","Thu Nov 03 17:29:43 IST 2022","7876","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""graphical loop""",""
"passed","Thu Nov 03 17:27:03 IST 2022","Thu Nov 03 17:27:12 IST 2022","8978","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""cyberpunk""",""
"passed","Thu Nov 03 17:26:01 IST 2022","Thu Nov 03 17:26:11 IST 2022","10778","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""busy""",""
"failed","Thu Nov 03 17:39:45 IST 2022","Thu Nov 03 17:39:46 IST 2022","1470","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""egg white""",""
"passed","Thu Nov 03 17:26:35 IST 2022","Thu Nov 03 17:26:45 IST 2022","9977","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""climate change""",""
"failed","Thu Nov 03 17:37:51 IST 2022","Thu Nov 03 17:37:51 IST 2022","614","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""beyonce""",""
